,Song,Artist,songID
201,Penny Lane - Remastered,Snoop Dogg,"['Penny Lane - Remastered 2009', ['The Beatles'], '1h04XMpzGzmAudoI6VHBgA']"
202,House Of Jealous Lovers,Kylie Minogue,"['House Of Jealous Lovers', ['The Rapture'], '0MrkkxbgfHfbxrTg12oHd4']"
203,Planet Rock,Prince,"['Planet Rock', ['Afrika Bambaataa', 'The Soulsonic Force'], '3uy0jtkM8QYVTsBazkli1x']"
204,Alone Again Or,The Beatles,"['Alone Again Or - 2015 Remaster', ['Love'], '1XuccRABkfUVB4FjSVhjL1']"
205,Wish You Were Here - 2011 Remastered Version,The Rapture,
206,Go Your Own Way,Afrika Bambaataa,"['Go Your Own Way - 2004 Remaster', ['Fleetwood Mac'], '4xh7W7tlNMIczFhupCPniY']"
207,Wichita Lineman - Remastered 2001,Love,"['Wichita Lineman - Remastered 2001', ['Glen Campbell'], '6V9VCm1zOY2lGR80RehJ9i']"
208,Runaway,Pink Floyd,"['Runaway', ['Kanye West', 'Pusha T'], '3DK6m7It6Pw857FcQftMds']"
209,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Fleetwood Mac,"[""Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version"", ['Buzzcocks'], '5YUJMvTg4AWHKjqQidTsGK']"
210,Wild Thing,Glen Campbell,"['Wild Things', ['Alessia Cara'], '2ZyuwVvV6Z3XJaXIFbspeE']"
211,Highway To Hell,Kanye West,"['Highway to Hell', ['AC/DC'], '2zYzyRzz6pRmhPzyfMEC8s']"
212,Gloria (feat. Van Morrison) - Mono Version,Buzzcocks,"['Gloria (feat. Van Morrison) - Mono Version', ['Them', 'Van Morrison'], '2aH5Pqq1F0sqZN1NFmWNvL']"
213,Like a Virgin,Various Artists,"['Like a Virgin', ['Madonna'], '1ZPlNanZsJSPK5h9YZZFbZ']"
214,With Or Without You - Remastered,AC/DC,"['With Or Without You - Remastered', ['U2'], '6ADSaE87h8Y3lccZlBJdXH']"
215,See Emily Play - 2001 Remastered Version,Them,
216,Rolling in the Deep,Madonna,"['Rolling in the Deep', ['Adele'], '1CkvWZme3pRgbzaxZnTl5X']"
217,The Boys Are Back In Town,U2,"['The Boys Are Back In Town', ['Thin Lizzy'], '43DeSV93pJPT4lCZaWZ6b1']"
218,Rebellion (Lies),Pink Floyd,"['Rebellion (Lies)', ['Arcade Fire'], '0xOeB16JDbBJBJKSdHbElT']"
219,Sweet Jane,Adele,"['Sweet Jane - Full Length Version; 2015 Remaster', ['The Velvet Underground'], '3cw3Z7mS55gd3NUjh4k0bL']"
220,Bo Diddley,Thin Lizzy,"['Bo Diddley', ['Bo Diddley'], '2R7uUQ0Dehu80gsOcydQC9']"
221,Runaway,Arcade Fire,"['Runaway', ['Kanye West', 'Pusha T'], '3DK6m7It6Pw857FcQftMds']"
222,Folsom Prison Blues,The Velvet Underground,"['Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968', ['Johnny Cash'], '2fDHuS1PTkHBbCWWZF1ph9']"
223,Le Freak,Bo Diddley,"['Le Freak - 2018 Remaster', ['CHIC'], '7Kszjzps0xbQXyo1pO4KfE']"
224,Crazy,Various Artists,"['Crazy', ['Gnarls Barkley'], '2N5zMZX7YeL1tico8oQxa9']"
225,Firestarter,Johnny Cash,"['Firestarter', ['The Prodigy'], '1GTPxha6U7x9ElVxkQw3OK']"
226,Kiss,CHIC,"['Kiss Me Thru The Phone', ['Soulja Boy', 'Sammie'], '2q4rjDy9WhaN3o9MvDbO21']"
227,Killing In The Name,Various Artists,"['Killing In The Name', ['Rage Against The Machine'], '59WN2psjkt1tyaxjspN8fp']"
228,In the Midnight Hour,The Prodigy,"['In the Midnight Hour', ['Wilson Pickett'], '4NRQwaks9r58tTDvr4iEyv']"
229,Don't Worry Baby (Mono) - Remastered,Prince,"[""Don't Worry Baby (Mono) - Remastered"", ['The Beach Boys'], '3ES1OsBlHwGiHdyKN04DcN']"
230,Hey Joe,Rage Against The Machine,"['Hey Joe', ['Jimi Hendrix'], '0NWPxcsf5vdjdiFUI8NgkP']"
231,Son Of A Preacher Man,Wilson Pickett,"['Son of a Preacher Man', ['Dusty Springfield'], '7odHgoLFi3GQ90E9PeraI3']"
232,All the Young Dudes,The Beach Boys,"['All the Young Dudes', ['Mott The Hoople'], '0WNGPpmWqzPnk0psUhJ3SX']"
233,Pyramids,Jimi Hendrix,"['Pyramids', ['Frank Ocean'], '4QhWbupniDd44EDtnh2bFJ']"
234,Two Weeks,Dusty Springfield,"['Two Weeks', ['Grizzly Bear'], '0iTpQYzJnYgh7kIxyq8A2O']"
235,Formation,Mott The Hoople,"['Formation', ['Beyoncé'], '6g0Orsxv6glTJCt4cHsRsQ']"
236,Don't Be Cruel,Frank Ocean,"[""Don't Be Cruel"", ['Elvis Presley'], '01u6AEzGbGbQyYVdxajxqk']"
237,Something - Remastered,FKA twigs,"['Something - Remastered 2009', ['The Beatles'], '0pNeVovbiZHkulpGeOx1Gj']"
238,Don't Stop 'Til You Get Enough,Elvis Presley,"[""Don't Stop 'Til You Get Enough"", ['Michael Jackson'], '46eu3SBuFCXWsPT39Yg3tJ']"
239,I Got You (I Feel Good),The Beatles,"['I Got You (I Feel Good)', ['James Brown & The Famous Flames'], '5haXbSJqjjM0TCJ5XkfEaC']"
240,Papa Was A Rollin' Stone - Single Version,Michael Jackson,"[""Papa Was A Rollin' Stone - Single Version"", ['The Temptations'], '7MiLmLbwNoyf47xQ4TCVYp']"
241,Mr. Brightside,Various Artists,"['Mr. Brightside', ['The Killers'], '7oK9VyNzrYvRFo7nQEYkWN']"
242,Where Is My Mind?,Various Artists,"['Where Is My Mind?', ['Pixies'], '6mcxQ1Y3uQRU0IHsvdNLH1']"
243,1979,The Killers,"['1979 - Remastered 2012', ['The Smashing Pumpkins'], '5QLHGv0DfpeXLNFo7SFEy1']"
244,Over And Over,Pixies,"['Over And Over', ['Riley Clemmons', 'Lauren Alaina'], '5AjM1AF3Gy3W5Mr4ZG7zgI']"
245,People Get Ready - Single Version,The Smashing Pumpkins,"['People Get Ready - Single Version', ['The Impressions'], '5wo2yAIvLvGwSA3JwengvI']"
246,Try A Little Tenderness,Hot Chip,"['Try a Little Tenderness', ['Otis Redding'], '36AlMHDBFwSsD3FQOy1R81']"
247,Relax,Curtis Mayfield,"['Relax', ['Frankie Goes To Hollywood'], '2K22nUTdyr48JDwI5t906t']"
248,Ms. Jackson,Various Artists,"['Ms. Jackson', ['OutKast'], '0I3q5fE6wg7LIfHGngUTnV']"
249,School's Out,Frankie Goes To Hollywood,"[""School's Out"", ['Alice Cooper'], '5Z8EDau8uNcP1E8JvmfkZe']"
250,The Times They Are A-Changin',OutKast,"[""The Times They Are A-Changin'"", ['Bob Dylan'], '52vA3CYKZqZVdQnzRrdZt6']"
251,Don't You Want Me,Alice Cooper,"[""Don't You Want Me"", ['The Human League'], '3L7RtEcu1Hw3OXrpnthngx']"
252,Born To Be Wild,Bob Dylan,"['Born To Be Wild - Single Version', ['Steppenwolf'], '3lN8PP6R2IxbLP05QpYXng']"
253,Ace Of Spades,The Human League,"['Ace of Spades', ['Motörhead'], '6EPRKhUOdiFSQwGBRBbvsZ']"
254,Leader Of The Pack,Steppenwolf,"['Leader Of The Pack', ['The Shangri-Las'], '6O5PIO5pAWxdoxvaUFQ02G']"
255,Blueberry Hill,Motörhead,"['Blueberry Hill', ['Fats Domino'], '06PdA0DLgF4BfAeUNZAbFG']"
256,I'm So Lonesome I Could Cry - Single Version,Various Artists,"[""I'm So Lonesome I Could Cry - Single Version"", ['Hank Williams'], '0QzlD9ie99w8XiaZ3SMXMI']"
257,Back In Black,Fats Domino,"['Back In Black', ['AC/DC'], '08mG3Y1vljYA6bvDt4Wqkj']"
258,Let It Happen,Hank Williams,"['Let It Happen', ['Tame Impala'], '2X485T9Z5Ly0xyaghN73ed']"
259,Living For The City,AC/DC,"['Living For The City', ['Stevie Wonder'], '1O1mCVN5hue4lOOqd5EysZ']"
260,Running Up That Hill (A Deal With God),Tame Impala,"['Running Up That Hill (A Deal With God) - 2018 Remaster', ['Kate Bush'], '29d0nY7TzCoi22XBqDQkiP']"
261,Enter Sandman,Stevie Wonder,"['Enter Sandman', ['Metallica'], '5BIMPccDwShpXq784RJlJp']"
262,The Model - 2009 Remaster,Kate Bush,"['The Model - 2009 Remaster', ['Kraftwerk'], '1FL9DHDSED6lxNMDJUJQvB']"
263,Hotline Bling,Metallica,"['Hotline Bling', ['Drake'], '0wwPcA6wtMf6HUMpIRdeP7']"
264,Girls and Boys - 2012 Remaster,Kraftwerk,"['Girls and Boys - 2012 Remaster', ['Blur'], '2qrL1YF9aA865b6SKhLZ78']"
265,Royals,Drake,"['Royals', ['Lorde'], '2dLLR6qlu5UJ5gk0dKz0h3']"
266,Windowlicker,Blur,"['Windowlicker', ['Aphex Twin'], '60Pe9j2pCBa4Zp4ztf5nhd']"
267,Green Light,Lorde,"['Green Light', ['Rod Wave'], '0by8c0tvXiwBHKkCpsvLNt']"
268,Cannonball,Aphex Twin,"['Cannonball', ['The Breeders'], '2hjGuRIEfEGzQ5MEWLowiU']"
269,Stan,Lorde,"['Stan', ['Eminem', 'Dido'], '3UmaczJpikHgJFyBTAJVoz']"
270,Beat It,The Breeders,"['Beat It', ['Michael Jackson'], '1OOtq8tRnDM8kG2gqUPjAj']"
271,Idioteque,Eminem,"['Idioteque', ['Radiohead'], '7xqeIdLJSf3bgmZ7vUvHrE']"
272,You Send Me,Michael Jackson,"['You Send Me', ['Sam Cooke'], '5aivQ5CkXXHJoMLy0o92HL']"
273,96 Tears,Radiohead,"['96 Tears', ['? & The Mysterians'], '4PEeZ2U4UfP2Jo8EtIOjus']"
274,Free Bird,Sam Cooke,"['Free Bird', ['Lynyrd Skynyrd'], '5EWPGh7jbTNO2wakv8LjUI']"
275,Lose Yourself - Soundtrack Version,? & The Mysterians,"['Lose Yourself - Soundtrack Version', ['Eminem'], '1a3xfVZyJnlKn4t65ccBbp']"
276,Da Funk,Lynyrd Skynyrd,"['Da Funk', ['Daft Punk'], '0MyY4WcN7DIfbSmp5yej5z']"
277,I Can See For Miles - Mono Version,Eminem,"['I Can See For Miles - Mono Version', ['The Who'], '2Io7srQuuTtxeFQ1kNsGCj']"
278,Just Like Heaven,Daft Punk,"['Just like Heaven', ['The Cure'], '76GlO5H5RT6g7y0gev86Nk']"
279,Lust For Life,The Who,"['Lust For Life (with The Weeknd)', ['Lana Del Rey', 'The Weeknd'], '0mt02gJ425Xjm7c3jYkOBn']"
280,Teen Age Riot,The Cure,"['Teen Age Riot (Album Version)', ['Sonic Youth'], '0WIbzDVEpmOyBnqqdtqIL9']"
281,Summer in the City - Remastered,Iggy Pop,"['Summer in the City - Remastered', [""The Lovin' Spoonful""], '7AzFID6u1b3zIWbd9pb8Dk']"
282,One More Time,Sonic Youth,"['One More Time', ['Daft Punk'], '0DiWol3AO6WpXZgp0goxAV']"
283,Dazed and Confused - 1990 Remaster,The Lovin' Spoonful,"['Dazed and Confused - 1990 Remaster', ['Led Zeppelin'], '6hu1f1cXSw7OAqhpSQ2zDy']"
284,Sweet Home Alabama,Daft Punk,"['Sweet Home Alabama', ['Lynyrd Skynyrd'], '7e89621JPkKaeDSTQ3avtg']"
285,Tumbling Dice,Led Zeppelin,"['Tumbling Dice', ['The Rolling Stones'], '4hq0S6wznq7SHDyMOFXL9i']"
286,Suzanne,Lynyrd Skynyrd,"['Suzanne', ['Leonard Cohen'], '2L93TdW2GMue1H2zlkt30F']"
287,Fell In Love With a Girl,The Rolling Stones,"['Fell In Love With A Girl', ['The White Stripes'], '6YK2tAEYnHgYkkC6TSziqM']"
288,Video Games - Remastered,Leonard Cohen,"['Video Games - Remastered', ['Lana Del Rey'], '24jvD83UgLmrdGjhWTFslY']"
289,Theme From Shaft,The White Stripes,"['Theme From Shaft - Album - Remastered', ['Isaac Hayes'], '7KMILVTQdVS4zQ8ilTcpRO']"
290,Let's Get It On,Lana Del Rey,"[""Let's Get It On"", ['Marvin Gaye'], '0jHkgTtTaqg5LNCiYDQPUB']"
291,Fools Gold - Remastered,Isaac Hayes,"['Fools Gold - Remastered', ['The Stone Roses'], '2mv6GY70UsHiTCGQZ4JfgC']"
292,Gimme Some Lovin' - Single Mix,Marvin Gaye,"[""Gimme Some Lovin' - Single Mix"", ['The Spencer Davis Group'], '3qCHUm73I3o5F1mDEfibzo']"
293,Bring The Noise,The Stone Roses,"['Bring The Noise', ['Anthrax'], '1p50Ir1Hm6Sa1urjaLGi7L']"
294,Fight For Your Right,Various Artists,"['Fight For Your Right', ['Beastie Boys'], '5NLuC70kZQv8q34QyQa1DP']"
295,Ring Of Fire - Single Version,Public Enemy,"['Ring of Fire - Single Version', ['Johnny Cash'], '5QJ2cY8cvE8hL61nWcLuMD']"
296,I Can't Explain - Original Mono Version,Beastie Boys,
297,Sexual Healing,Johnny Cash,"['Sexual Healing', ['Marvin Gaye'], '3VZmChrnVW8JK6ano4gSED']"
298,Under the Bridge,The Who,"['Under the Bridge', ['Red Hot Chili Peppers'], '3d9DChrdc6BOeFsbrZ3Is0']"
299,Brass in Pocket,Marvin Gaye,"['Brass in Pocket - 2006 Remaster', ['Pretenders'], '1QaJWSCk3UMKLotnPCIHh1']"
300,Why Do Fools Fall In Love,Red Hot Chili Peppers,"['Why Do Fools Fall in Love', ['Frankie Lymon', 'The Teenagers'], '2xKfXRhw5xaUXfevJJspZf']"
301,No One Knows,Pretenders,"['No One Knows', ['Queens of the Stone Age'], '6NvRxjfYkkT2SpirAlmsjH']"
302,This Land is Your Land,Frankie Lymon & The Teenagers,"['This Land Is Your Land', ['Mary Robertson'], '5nMuRfykxzwgl23IrUa5xY']"
303,You Can't Always Get What You Want,Queens of the Stone Age,"[""You Can't Always Get What You Want"", ['The Rolling Stones'], '6lFZbCc7pn6Lme1NP7qQqQ']"
304,Stop! In The Name Of Love,Woody Guthrie,"['Stop! In The Name Of Love - Single Version', ['The Supremes'], '52FlwUMMDnTK8TGkCag9Jd']"
305,Radio Free Europe,The Rolling Stones,"['Radio Free Europe', ['R.E.M.'], '46dGFTD918NMz1IP1rPJXO']"
306,Toxic,Various Artists,"['Toxic', ['Britney Spears'], '6I9VzXrHxO9rA9A5euc8Ak']"
307,I Am The Walrus - Remastered,R.E.M.,"['I Am The Walrus - Remastered 2009', ['The Beatles'], '6Pq9MmkDQYZiiCDpxnvrf6']"
308,Wake Up,Britney Spears,"['WAKE UP', ['Travis Scott'], '20MuVazoNMv6xjKPnRFOxG']"
309,Israelites,The Beatles,"['Israelites', ['Desmond Dekker'], '18GLelA5vVdzd9X7WGPmJ8']"
310,Bye Bye Love,Arcade Fire,"['Bye Bye Love', ['The Everly Brothers'], '6oRHRkQigTzJ3KwpO3XOV6']"
311,Gloria: In Excelsis Deo,Desmond Dekker,"['Gloria: In Excelsis Deo', ['Patti Smith'], '272Z4tzaSMMcgrZ0R494S2']"
312,"Shake, Rattle and Roll",The Everly Brothers,"['Shake, Rattle And Roll', ['Bill Haley & His Comets'], '5z2Gef9D3UgRquZXe7UUW4']"
313,Rumble,Patti Smith,"['Rumble', ['Link Wray & The Wraymen'], '1LtCnfSg27XkyOAGCJo10g']"
314,La Bamba,Big Joe Turner,"['La Bamba - Single Version', ['Ritchie Valens'], '2aEeghgUcnu75tzcolFMfs']"
315,Heart of Gold,Pete Johnson Atomic Boogie,"['Heart of Gold - 2009 Remaster', ['Neil Young'], '1Q1b8eVkUPGlpSArl8JAVw']"
316,Come Together - Remastered,Various Artists,"['Come Together - Remastered 2009', ['The Beatles'], '2EqlS6tkEnglzr7tkKAAYD']"
317,Ashes to Ashes,Ritchie Valens,"['Ashes to Ashes - 2017 Remaster', ['David Bowie'], '37CRPk0L5ZpfPeePEPwE0t']"
318,Somebody to Love,Neil Young,"['Somebody To Love - 2011 Mix', ['Queen'], '6cFZ4PLC19taNlpl9pbGMf']"
319,Do You Realize??,The Beatles,"['Do You Realize??', ['The Flaming Lips'], '2DFRFqWNahKtFD112H2iEZ']"
320,Ticket To Ride - Remastered,David Bowie,"['Ticket To Ride - Remastered 2009', ['The Beatles'], '7CZiDzGVjUssMSOXrDNYHL']"
321,Monkey Gone to Heaven,Jefferson Airplane,"['Monkey Gone to Heaven', ['Pixies'], '1lFC3sMgOcDrVzNh8zXRnl']"
322,Lola,The Flaming Lips,"['Lola - Coca Cola Version', ['The Kinks'], '0UAJH0k4k3slcE83a9UGCe']"
323,More Than a Feeling,The Beatles,"['More Than a Feeling', ['Boston'], '1QEEqeFIZktqIpPI4jSVSF']"
324,Two Weeks,Pixies,"['Two Weeks', ['Grizzly Bear'], '0iTpQYzJnYgh7kIxyq8A2O']"
325,Voodoo Child (Slight Return),The Kinks,"['Voodoo Child (Slight Return)', ['Jimi Hendrix'], '2AxCeJ6PSsBYiTckM0HLY7']"
326,Going Underground,Boston,"['Going Underground', ['The Jam'], '6ALPLbDJ9eWVij9ep3Cgf4']"
327,I Say a Little Prayer,Grizzly Bear,"['I Say a Little Prayer', ['Aretha Franklin'], '3NfxSdJnVdon1axzloJgba']"
328,Archangel,Jimi Hendrix,"['Archangel', ['Amaranthe'], '63aGgWIoGfl3wxykzje8eJ']"
329,Wild Horses,Paul Weller,"['Wild Horses - 2009 Mix', ['The Rolling Stones'], '52dm9op3rbfAkc1LGXgipW']"
330,Around the World,Aretha Franklin,"['Around the World', ['Daft Punk'], '1pKYYY0dkg23sQQXi0Q5zN']"
331,Loaded,Burial,"['Loaded', ['Lil Uzi Vert'], '2PLGsORkOCdEI3jTSyO2Id']"
332,Roll Over Beethoven,The Rolling Stones,"['Roll Over Beethoven', ['Chuck Berry'], '6C7aTTCUWRK7dD379yUT3W']"
333,I Can't Stand The Rain,Daft Punk,"[""I Can't Stand the Rain"", ['Ann Peebles'], '0CcL4kSHKIEwF3IW0BGgb6']"
334,I Get Around (Mono),Primal Scream,"['I Get Around (Mono)', ['The Beach Boys'], '3v9xlH6BpmRbqL7hgNJhfT']"
335,Groove Is in the Heart,Chuck Berry,"['Groove Is in the Heart', ['Deee-Lite'], '2UVLuddklEVak5PXgC7baA']"
336,The End,Ann Peebles,"['THE END', ['Alesso', 'Charlotte Lawrence'], '4w7vZjpsnpKizj7NE0Nuld']"
337,King Kunta,The Beach Boys,"['King Kunta', ['Kendrick Lamar'], '0N3W5peJUQtI4eyR6GJT5O']"
338,Welcome To The Jungle,Deee-Lite,"['Welcome To The Jungle', [""Guns N' Roses""], '0G21yYKMZoHa30cYVi1iA8']"
339,Many Rivers To Cross,The Doors,"['Many Rivers To Cross', ['Jimmy Cliff'], '1dZxI6OuzwJ283y3gOU1Kq']"
340,Rocket 88 - Single Version,Kendrick Lamar,"['Rocket 88 - Single Version', ['Jackie Brenston & His Delta Cats'], '0qWGLMQwo57IabwNksvwGa']"
341,Sheena Is A Punk Rocker (Remastered Single Version),Guns N' Roses,"['Sheena Is a Punk Rocker - (Single Version) [Remastered]', ['Ramones'], '3mvhHHcMzsKnF7JCOWChQe']"
342,Just Like Honey,Jimmy Cliff,"['Just Like Honey', ['The Jesus and Mary Chain'], '1LwP9g1Hjbs64jXM2Qsxry']"
343,Sultans Of Swing,Various Artists,"['Sultans of Swing', ['Dire Straits'], '6cr6UDpkjEaMQ80OjWqEBQ']"
344,It's The End Of The World As We Know It (And I Feel Fine),Various Artists,"[""It's The End Of The World As We Know It (And I Feel Fine)"", ['R.E.M.'], '2oSpQ7QtIKTNFfA08Cy0ku']"
345,The Killing Moon,The Jesus and Mary Chain,"['The Killing Moon', ['Echo & the Bunnymen'], '15049rGLXHwrWtE4euUb5C']"
346,American Pie,Dire Straits,"['American Pie', ['Don McLean'], '1fDsrQ23eTAVFElUMaf38X']"
347,Move on Up - Extended Version,R.E.M.,"['Move on Up - Extended Version', ['Curtis Mayfield'], '01gDLZsi0j5fWC28FLPNO8']"
348,(Your Love Keeps Lifting Me) Higher and Higher,Echo & the Bunnymen,"['(Your Love Keeps Lifting Me) Higher And Higher', ['Michael McDonald'], '1ZfeYF6wWyUVeQvCsFZM23']"
349,Fake Plastic Trees,Don McLean,"['Fake Plastic Trees', ['Radiohead'], '045sp2JToyTaaKyXkGejPy']"
350,Where Did Our Love Go - Stereo Version,Curtis Mayfield,"['Where Did Our Love Go - Stereo Version', ['The Supremes'], '3728ScT8I6Fs5Xpr0z7K0r']"
351,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),Jackie Wilson,"[""You're Gonna Miss Me (2008 Remastered Original Mono LP Version)"", ['13th Floor Elevators'], '34miSNKQ0xN7EG8zzzaFzI']"
352,Boys Don't Cry,Radiohead,"[""Boys Don't Cry - Single Version"", ['The Cure'], '4dneV7C1yDt9UtyxrQY375']"
353,Bizarre Love Triangle,The Supremes,"['Bizarre Love Triangle', ['New Order'], '6wVViUl2xSRoDK2T7dMZbR']"
354,Only the Lonely (Know the Way I Feel),13th Floor Elevators,"['Only the Lonely (Know the Way I Feel)', ['Roy Orbison'], '7HZv4KAYOv867dAiZwrFoR']"
355,Blank Generation,The Cure,"['Blank Generation - 2013 Remaster', ['Richard Hell'], '5OGfBbWmRRkDiZiJbu5WIr']"
356,Sweet Dreams (Are Made of This) - Remastered,New Order,"['Sweet Dreams (Are Made of This) - Remastered', ['Eurythmics', 'Annie Lennox', 'Dave Stewart'], '1TfqLAPs4K3s2rJMoCokcS']"
357,Young Folks,Roy Orbison,"['Young Folks', ['Peter Bjorn and John'], '6M6UoxIPn4NOWW0x7JPRfv']"
358,Transmission,Richard Hell,"['Transmission', ['Enzo Moglione'], '134ocxm6ynUnrgRoKWyVGC']"
359,Starman - 2012 Remastered Version,Eurythmics,
360,Chicago,Annie Lennox,"['Chicago Freestyle (feat. Giveon)', ['Drake', 'Giveon'], '4wVOKKEHUJxHCFFNUWDn0B']"
361,Je t'aime moi non plus,Dave Stewart,"[""Je t'aime moi non plus"", ['Serge Gainsbourg', 'Jane Birkin'], '275zwUvniCAsNC1qUYLe13']"
362,I'm a Believer,Peter Bjorn and John,"[""I'm a Believer - 2006 Remaster"", ['The Monkees'], '3G7tRC24Uh09Hmp1KZ7LQ2']"
363,Come On Eileen,Joy Division,"['Come On Eileen', ['Dexys Midnight Runners'], '3MrWxJaD2AT0W9DjWF64Vm']"
364,Straight Outta Compton,David Bowie,"['Straight Outta Compton', ['N.W.A.'], '6KIKRz9eSTXdNsGUnomdtW']"
365,Heartbeats,Sufjan Stevens,"['Heartbeats', ['José González'], '5YqpHuXpFjDVZ7tY1ClFll']"
366,Roxanne - Remastered 2003,Serge Gainsbourg,"['Roxanne - Remastered 2003', ['The Police'], '5ucOFjEd6hUQrbm8AxsKS2']"
367,Oblivion,The Monkees,"['Oblivion', ['Grimes'], '4P6n0udLAnmCNXVcobYbsK']"
368,Fuck Tha Police,Dexys Midnight Runners,"['Fuck Tha Police', ['N.W.A.'], '5n8Aro6j1bEGIy7Tpo7FV7']"
369,Pedestrian at Best,N.W.A.,"['Pedestrian at Best', ['Courtney Barnett'], '7gsn3NxWLA0s0g9TmQlMri']"
370,Instant Karma! (We All Shine On) - Remastered 2010,The Knife,"['Instant Karma! (We All Shine On) - Remastered 2010', ['John Lennon', 'Yoko Ono'], '2BkXpZSvPoUDMLI2Xw9kAL']"
371,A Hard Day's Night - Remastered,The Police,"[""A Hard Day's Night - Remastered 2009"", ['The Beatles'], '5J2CHimS7dWYMImCHkEFaJ']"
372,Immigrant Song,Grimes,"['Immigrant Song - Remaster', ['Led Zeppelin'], '78lgmZwycJ3nzsdgmPPGNx']"
373,Blister in the Sun - 2002 Remastered Version,N.W.A.,
374,Pride (In The Name Of Love) - Remastered 2009,Courtney Barnett,"['Pride (In The Name Of Love) - Remastered 2009', ['U2'], '3dh2LlmeMqKJbzn2WUgt3d']"
375,Jesus Walks,John Lennon,"['Jesus Walks', ['Kanye West'], '5g1vtHqi9uV7xtYeCcFOBx']"
376,Bad Moon Rising,The Beatles,"['Bad Moon Rising', ['Creedence Clearwater Revival'], '20OFwXhEXf12DzwXmaV7fj']"
377,Helter Skelter - Remastered,Led Zeppelin,"['Helter Skelter - Remastered 2009', ['The Beatles'], '0Bs0hUYxz7REyIHH7tRhL2']"
378,"Over the Rainbow (From ""The Wizard of Oz"")",Violent Femmes,"['Over the Rainbow (from ""The Wizard of Oz"")', ['Josh Groban'], '5F71PfO0UhvqRYkJNNuLI5']"
379,Street Fighting Man,U2,"['Street Fighting Man - 50th Anniversary Edition', ['The Rolling Stones'], '7EXgO1bRnEArE58rtrgMWB']"
380,"Another Girl, Another Planet - 2008 re-mastered version",Kanye West,"['Another Girl, Another Planet - 2008 re-mastered version', ['The Only Ones'], '5TmQl8urbTlfZb8xKisSl0']"
381,Jump,Creedence Clearwater Revival,"['Jump - 2015 Remaster', ['Van Halen'], '7N3PAbqfTjSEU1edb2tY8j']"
382,West End Girls - 2001 Remaster,The Beatles,"['West End Girls - 2001 Remaster', ['Pet Shop Boys'], '7FlwylpJSe3ea6m1IrkizS']"
383,Come As You Are,Harold Arlen,"['Come As You Are', ['Nirvana'], '4P5KoWXOxwuobLmHXLMobV']"
384,The Girl From Ipanema,The Rolling Stones,"['The Girl From Ipanema', ['Stan Getz', 'João Gilberto', 'Astrud Gilberto'], '3898C4AbdbptwYet6547e5']"
385,Crystalised,The Only Ones,"['Crystalised', ['The xx'], '1nmCmB3qdXrzxFhvLJuhuB']"
386,Under Pressure,Van Halen,"['Under Pressure - Remastered', ['Queen', 'David Bowie'], '11IzgLRXV7Cgek3tEgGgjw']"
387,Pink Moon,Pet Shop Boys,"['Pink Moon', ['Nick Drake'], '16qzGrIMWoxerw2gnW0zuv']"
388,Da Doo Ron Ron (When He Walked Me Home),Nirvana,"['Da Doo Ron Ron (When He Walked Me Home)', ['The Crystals'], '0fonScmHUzC0MglSLn9saA']"
389,Because the Night,Stan Getz,"['Because the Night', ['Patti Smith'], '0lIoY4ZQsdn5QzhraM9o9u']"
390,Norwegian Wood (This Bird Has Flown) - Remastered,João Gilberto,"['Norwegian Wood (This Bird Has Flown) - Remastered 2009', ['The Beatles'], '1H7gMYGykdtwZOV6s1N0by']"
391,New Rose,The xx,"['New Rose', ['The Damned'], '5eKQ424akKiDjpSveU7I2Y']"
392,1999,Queen,"['1999', ['Prince'], '2H7PHVdQ3mXqEHXcvclTB0']"
393,Ultralight Beam,Nick Drake,"['Ultralight Beam', ['Kanye West'], '1eQBEelI2NCy7AUTerX0KS']"
394,Long Tall Sally,The Crystals,"['Long Tall Sally (The Thing)', ['Little Richard'], '507IFqPuG8mBQoKebfGG9t']"
395,Venus In Furs,Patti Smith,"['Venus In Furs', ['The Velvet Underground', 'Nico'], '29engDqjmMr3VLqMm0c0WE']"
396,Young Americans - 2007 Remaster,The Beatles,
397,All Apologies,The Damned,"['All Apologies', ['Nirvana'], '1Ic9pKxGSJGM0LKeqf6lGe']"
398,Gold Digger,Prince,"['Gold Digger', ['Kanye West', 'Jamie Foxx'], '1PS1QMdUqOal0ai3Gt7sDQ']"
399,Paid In Full,Kanye West,"['Paid In Full', ['Eric B. & Rakim', 'Marley Marl'], '20s3FayrStM8GY0m4dRFsw']"
400,Everybody Hurts,Little Richard,"['Everybody Hurts', ['R.E.M.'], '6PypGyiu0Y2lCDBN1XZEnP']"
401,We Are Your Friends - Justice Vs Simian,The Velvet Underground,"['We Are Your Friends - Justice Vs Simian', ['Justice', 'Simian'], '49ErwcBYfYRPNBdRuPvpYA']"
